York Consulting – Information to aid learner decisions – November 2010,,,,,,,
  ,,,,,,,
"Q1 Summary : From the list below, please you can indicate how useful you would find the following information when making a decision about",,,,,,,
which provider and/or which course/programme of study to undertake?,,,,,,,
Base: All respondents,,,,,,,
,SUMMARY,,,,,,
,Description of course/programme (e.g. what subject/topics will be covered),"Location of where the course/programme takes place (e.g. college campus, location of provider)",How to get to the location of the course/programme by car,How to get to the location of the course/programme by public transport,Availability and cost of parking at the provider,The length of the course/programme (e.g. the number of months and years it lasts),The number of weekly hours of teaching on the course/programme
Sig. Level: 95%,a,b,c,d,e,f,g
,100%,100%,100%
Very useful (5.0),517,121,378
,49%,55%,47%
,,b,
Somewhat useful (4.0),345,61,273
,33%,28%,34%
Useful (3.0),138,27,107
,13%,12%,13%
Not particularly useful (2.0),35,8,27
,3%,4%,3%
Not useful at all (1.0),10,0,10
,1%,0%,1%
Don't know,7,2,5
,1%,1%,1%
Mean,4.27,4.36,4.24,,,,,,,,,,,
Std. dev.,0.9,0.8,0.9,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 37,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.7 : How useful : The number of weekly hours of teaching on the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),517,70,129,37,7,1,64,104,7,56,16,6,6,12
,49%,47%,45%,54%,37%,50%,41%,53%,70%,59%,62%,100%,75%,46%
,,,,,,,,f,,bF,,,,
Somewhat useful (4.0),345,50,93,27,4,0,60,63,3,26,6,0,2,10
,33%,33%,33%,40%,21%,0%,38%,32%,30%,27%,23%,0%,25%,38%
Useful (3.0),138,24,43,2,3,0,25,24,0,12,2,0,0,3
,13%,16%,15%,3%,16%,0%,16%,12%,0%,13%,8%,0%,0%,12%
,,C,C,,,,C,c,,c,,,,
Not particularly useful (2.0),35,4,12,0,3,1,6,5,0,1,2,0,0,1
,3%,3%,4%,0%,16%,50%,4%,3%,0%,1%,8%,0%,0%,4%
Not useful at all (1.0),10,2,4,0,2,0,2,0,0,0,0,0,0,0
,1%,1%,1%,0%,11%,0%,1%,0%,0%,0%,0%,0%,0%,0%
Don't know,7,0,4,2,0,0,0,1,0,0,0,0,0,0
,1%,0%,1%,3%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%
,,,,af,,,,,,,,,,
Mean,4.27,4.21,4.18,4.53,3.58,3.5,4.13,4.36,4.7,4.44,4.38,5,4.75,4.27
,,,,ABF,,,,bf,,abF,,,,
Std. dev.,0.9,0.9,0.9,0.6,1.4,2.1,0.9,0.8,0.5,0.8,0.9,0,0.5,0.8
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,
08/11/11                                                                                                                              Page 38,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.8 : How useful : The balance of coursework and exams on the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1052,246,253,219,367,296,294,758,246,504,99,203
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),548,129,136,115,183,151,131,417,129,254,49,116
,52%,52%,54%,53%,50%,51%,45%,55%,52%,50%,49%,57%
,,,,,,,,F,,,,
Somewhat useful (4.0),343,78,82,74,114,103,103,240,78,174,33,58
,33%,32%,32%,34%,31%,35%,35%,32%,32%,35%,33%,29%
Useful (3.0),119,23,28,20,51,34,38,81,23,58,13,25
,11%,9%,11%,9%,14%,11%,13%,11%,9%,12%,13%,12%
Not particularly useful (2.0),34,13,4,7,15,7,18,16,13,14,4,3
,3%,5%,2%,3%,4%,2%,6%,2%,5%,3%,4%,1%
,,b,,,,,G,,k,,,
Not useful at all (1.0),3,0,1,1,3,0,2,1,0,2,0,1
,*%,0%,*%,*%,1%,0%,1%,*%,0%,*%,0%,*%
Don't know,5,3,2,2,1,1,2,3,3,2,0,0
,*%,1%,1%,1%,*%,*%,1%,*%,1%,*%,0%,0%
Mean,4.34,4.33,4.39,4.36,4.25,4.35,4.17,4.4,4.33,4.32,4.28,4.4
,,,,,,,,F,,,,
Std. dev.,0.8,0.9,0.8,0.8,0.9,0.8,0.9,0.8,0.9,0.8,0.8,0.8
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 39,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.8 : How useful : The balance of coursework and exams on the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),548,327,183,43,34,7,14,432,11,158,161,229
,52%,53%,50%,51%,68%,70%,40%,52%,52%,52%,54%,51%
,,,,,fg,,,,,,,
Somewhat useful (4.0),343,202,114,27,10,3,15,274,9,93,98,152
,33%,33%,31%,32%,20%,30%,43%,33%,43%,30%,33%,34%
,,,,,,,d,,,,,
Useful (3.0),119,63,51,12,4,0,4,95,1,40,29,50
,11%,10%,14%,14%,8%,0%,11%,11%,5%,13%,10%,11%
Not particularly useful (2.0),34,18,15,2,0,0,2,30,0,12,10,12
,3%,3%,4%,2%,0%,0%,6%,4%,0%,4%,3%,3%
Not useful at all (1.0),3,0,3,0,1,0,0,2,0,2,0,1
,*%,0%,1%,0%,2%,0%,0%,*%,0%,1%,0%,*%
,,,a,,g,,,,,,,
Don't know,5,4,1,1,1,0,0,3,0,1,1,3
,*%,1%,*%,1%,2%,0%,0%,*%,0%,*%,*%,1%
Mean,4.34,4.37,4.25,4.32,4.55,4.7,4.17,4.33,4.48,4.29,4.38,4.34
,,b,,,f,,,,,,,
Std. dev.,0.8,0.8,0.9,0.8,0.8,0.5,0.9,0.8,0.6,0.9,0.8,0.8
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 40,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.8 : How useful : The balance of coursework and exams on the course/programme,,,,,,,,,,,,
Base: All respondents,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),548,115,413
,52%,53%,52%
Somewhat useful (4.0),343,74,259
,33%,34%,32%
Useful (3.0),119,20,96
,11%,9%,12%
Not particularly useful (2.0),34,7,27
,3%,3%,3%
Not useful at all (1.0),3,1,2
,*%,*%,*%,,,,,,,,,,,
Don't know,5,2,3,,,,,,,,,,,
,*%,1%,*%,,,,,,,,,,,
Mean,4.34,4.36,4.32,,,,,,,,,,,
Std. dev.,0.8,0.8,0.8,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 41,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.8 : How useful : The balance of coursework and exams on the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),548,80,148,34,6,1,84,104,7,47,15,4,6,11
,52%,53%,52%,50%,32%,50%,54%,53%,70%,49%,58%,67%,75%,42%
Somewhat useful (4.0),343,49,93,25,10,0,49,63,2,31,6,1,2,10
,33%,33%,33%,37%,53%,0%,31%,32%,20%,33%,23%,17%,25%,38%
Useful (3.0),119,16,31,7,0,0,14,27,1,15,4,1,0,3
,11%,11%,11%,10%,0%,0%,9%,14%,10%,16%,15%,17%,0%,12%
Not particularly useful (2.0),34,5,10,1,2,1,9,2,0,1,1,0,0,2
,3%,3%,4%,1%,11%,50%,6%,1%,0%,1%,4%,0%,0%,8%
,,,,,,,g,,,,,,,
Not useful at all (1.0),3,0,1,0,1,0,0,0,0,1,0,0,0,0
,*%,0%,*%,0%,5%,0%,0%,0%,0%,1%,0%,0%,0%,0%
Don't know,5,0,2,1,0,0,1,1,0,0,0,0,0,0
,*%,0%,1%,1%,0%,0%,1%,1%,0%,0%,0%,0%,0%,0%
Mean,4.34,4.36,4.33,4.37,3.95,3.5,4.33,4.37,4.6,4.28,4.35,4.5,4.75,4.15
Std. dev.,0.8,0.8,0.8,0.7,1.1,2.1,0.9,0.8,0.7,0.8,0.9,0.8,0.5,0.9
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,
08/11/11                                                                                                                              Page 42,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.9 : How useful : The entry qualifications/requirements you would need to get on the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1052,246,253,219,367,296,294,758,246,504,99,203
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),805,184,196,175,275,227,210,595,184,399,65,157
,77%,75%,77%,80%,75%,77%,71%,78%,75%,79%,66%,77%
,,,,,,,,f,,J,,j
Somewhat useful (4.0),163,43,34,30,53,49,56,107,43,69,18,33
,15%,17%,13%,14%,14%,17%,19%,14%,17%,14%,18%,16%
,,,,,,,g,,,,,
Useful (3.0),63,12,15,9,29,18,20,43,12,28,13,10
,6%,5%,6%,4%,8%,6%,7%,6%,5%,6%,13%,5%
,,,,,,,,,,,HIk,
Not particularly useful (2.0),12,4,6,2,5,1,5,7,4,4,2,2
,1%,2%,2%,1%,1%,*%,2%,1%,2%,1%,2%,1%
,,,e,,,,,,,,,
Not useful at all (1.0),4,1,1,2,3,0,1,3,1,2,1,0
,*%,*%,*%,1%,1%,0%,*%,*%,*%,*%,1%,0%
Don't know,5,2,1,1,2,1,2,3,2,2,0,1
,*%,1%,*%,*%,1%,*%,1%,*%,1%,*%,0%,*%
Mean,4.67,4.66,4.66,4.72,4.62,4.7,4.61,4.7,4.66,4.71,4.45,4.71
,,,,,,,,f,j,J,,J
Std. dev.,0.7,0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.6,0.9,0.6
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 43,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.9 : How useful : The entry qualifications/requirements you would need to get on the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),805,476,275,63,43,7,25,641,16,229,229,347
,77%,78%,75%,74%,86%,70%,71%,77%,76%,75%,77%,78%
Somewhat useful (4.0),163,101,53,13,4,3,5,132,3,46,49,68
,15%,16%,14%,15%,8%,30%,14%,16%,14%,15%,16%,15%
Useful (3.0),63,27,29,6,2,0,3,48,2,21,19,23
,6%,4%,8%,7%,4%,0%,9%,6%,10%,7%,6%,5%
,,,a,,,,,,,,,
Not particularly useful (2.0),12,6,5,3,0,0,1,8,0,7,1,4
,1%,1%,1%,4%,0%,0%,3%,1%,0%,2%,*%,1%
,,,,g,,,,,,j,,
Not useful at all (1.0),4,1,3,0,1,0,0,3,0,2,0,2
,*%,*%,1%,0%,2%,0%,0%,*%,0%,1%,0%,*%
Don't know,5,3,2,0,0,0,1,4,0,1,1,3
,*%,*%,1%,0%,0%,0%,3%,*%,0%,*%,*%,1%
Mean,4.67,4.71,4.62,4.6,4.76,4.7,4.59,4.68,4.67,4.62,4.7,4.7
,,b,,,,,,,,,,
Std. dev.,0.7,0.6,0.8,0.8,0.7,0.5,0.8,0.7,0.7,0.8,0.6,0.7
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 44,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.9 : How useful : The entry qualifications/requirements you would need to get on the course/programme,,,
Base: All respondents,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),805,175,607
,77%,80%,76%
Somewhat useful (4.0),163,30,128
,15%,14%,16%
Useful (3.0),63,9,50
,6%,4%,6%
Not particularly useful (2.0),12,2,9
,1%,1%,1%
Not useful at all (1.0),4,2,2,,,,,,,,,,,
,*%,1%,*%,,,,,,,,,,,
Don't know,5,1,4,,,,,,,,,,,
,*%,*%,1%,,,,,,,,,,,
Mean,4.67,4.72,4.67,,,,,,,,,,,
Std. dev.,0.7,0.7,0.7,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 45,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.9 : How useful : The entry qualifications/requirements you would need to get on the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),805,122,209,61,12,2,123,148,8,66,19,5,7,21
,77%,81%,73%,90%,63%,100%,78%,75%,80%,69%,73%,83%,88%,81%
,,i,,BfgI,,,,,,,,,,
Somewhat useful (4.0),163,18,50,4,5,0,23,32,2,19,4,1,1,3
,15%,12%,18%,6%,26%,0%,15%,16%,20%,20%,15%,17%,13%,12%
,,,c,,,,,c,,c,,,,
Useful (3.0),63,9,19,1,0,0,9,13,0,8,2,0,0,2
,6%,6%,7%,1%,0%,0%,6%,7%,0%,8%,8%,0%,0%,8%
Not particularly useful (2.0),12,1,4,1,0,0,2,1,0,2,1,0,0,0
,1%,1%,1%,1%,0%,0%,1%,1%,0%,2%,4%,0%,0%,0%
Not useful at all (1.0),4,0,1,0,2,0,0,1,0,0,0,0,0,0
,*%,0%,*%,0%,11%,0%,0%,1%,0%,0%,0%,0%,0%,0%
Don't know,5,0,2,1,0,0,0,2,0,0,0,0,0,0
,*%,0%,1%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%
Mean,4.67,4.74,4.63,4.87,4.32,5,4.7,4.67,4.8,4.57,4.58,4.83,4.88,4.73
,,i,,bgI,,,,,,,,,,
Std. dev.,0.7,0.6,0.7,0.5,1.2,0,0.6,0.7,0.4,0.7,0.8,0.4,0.4,0.6
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 46,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.10 : How useful : How much it would cost for you to do the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25,,
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,,
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K,,
Total,1052,246,253,219,367,296,294,758,246,504,99,203,,
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,
Very useful (5.0),720,165,173,155,255,195,183,537,165,334,62,159,,
,68%,67%,68%,71%,69%,66%,62%,71%,67%,66%,63%,78%
,,,,,,,,F,,,,HIJ
Somewhat useful (4.0),196,49,47,35,63,65,58,138,49,102,18,27
,19%,20%,19%,16%,17%,22%,20%,18%,20%,20%,18%,13%
,,,,,,,,,,k,,
Useful (3.0),94,23,25,19,30,26,36,58,23,47,13,11
,9%,9%,10%,9%,8%,9%,12%,8%,9%,9%,13%,5%
,,,,,,,g,,,,k,
Not particularly useful (2.0),24,6,6,6,12,5,12,12,6,11,3,4
,2%,2%,2%,3%,3%,2%,4%,2%,2%,2%,3%,2%
,,,,,,,g,,,,,
Not useful at all (1.0),10,1,1,1,5,3,2,8,1,6,3,0
,1%,*%,*%,*%,1%,1%,1%,1%,*%,1%,3%,0%
,,,,,,,,,,,hk,
Don't know,8,2,1,3,2,2,3,5,2,4,0,2
,1%,1%,*%,1%,1%,1%,1%,1%,1%,1%,0%,1%
Mean,4.52,4.52,4.53,4.56,4.51,4.51,4.4,4.57,4.52,4.49,4.34,4.7
,,,,,,,,F,,,,hIJ
Std. dev.,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.8,0.8,1,0.7
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 47,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.10 : How useful : How much it would cost for you to do the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),720,419,255,55,39,7,24,572,13,204,215,301
,68%,68%,69%,65%,78%,70%,69%,68%,62%,67%,72%,67%
Somewhat useful (4.0),196,120,63,16,7,1,6,156,7,56,51,89
,19%,20%,17%,19%,14%,10%,17%,19%,33%,18%,17%,20%
Useful (3.0),94,56,30,9,3,2,4,73,1,32,24,38
,9%,9%,8%,11%,6%,20%,11%,9%,5%,10%,8%,9%
Not particularly useful (2.0),24,10,12,4,0,0,1,19,0,10,4,10
,2%,2%,3%,5%,0%,0%,3%,2%,0%,3%,1%,2%
Not useful at all (1.0),10,4,5,1,0,0,0,9,0,2,2,6
,1%,1%,1%,1%,0%,0%,0%,1%,0%,1%,1%,1%
Don't know,8,5,2,0,1,0,0,7,0,2,3,3
,1%,1%,1%,0%,2%,0%,0%,1%,0%,1%,1%,1%
Mean,4.52,4.54,4.51,4.41,4.73,4.5,4.51,4.52,4.57,4.48,4.6,4.51
,,,,,c,,,,,,,
Std. dev.,0.8,0.8,0.9,0.9,0.6,0.8,0.8,0.8,0.6,0.9,0.8,0.8
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 48,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,
 ,,,
Q1.10 : How useful : How much it would cost for you to do the course/programme,,,
Base: All respondents,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),720,155,544
,68%,71%,68%
Somewhat useful (4.0),196,35,152
,19%,16%,19%
Useful (3.0),94,19,72
,9%,9%,9%
Not particularly useful (2.0),24,6,18,,,,,,,,,,,
,2%,3%,2%,,,,,,,,,,,
Not useful at all (1.0),10,1,9,,,,,,,,,,,
,1%,*%,1%,,,,,,,,,,,
Don't know,8,3,5,,,,,,,,,,,
,1%,1%,1%,,,,,,,,,,,
Mean,4.52,4.56,4.51,,,,,,,,,,,
Std. dev.,0.8,0.8,0.8,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 49,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.10 : How useful : How much it would cost for you to do the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),720,101,193,51,12,1,97,138,7,66,19,4,7,22
,68%,67%,68%,75%,63%,50%,62%,70%,70%,69%,73%,67%,88%,85%
Somewhat useful (4.0),196,30,57,11,3,0,34,33,3,15,4,2,1,2
,19%,20%,20%,16%,16%,0%,22%,17%,30%,16%,15%,33%,13%,8%
Useful (3.0),94,16,23,5,1,1,20,16,0,8,2,0,0,2
,9%,11%,8%,7%,5%,50%,13%,8%,0%,8%,8%,0%,0%,8%
Not particularly useful (2.0),24,3,4,1,3,0,3,6,0,3,1,0,0,0
,2%,2%,1%,1%,16%,0%,2%,3%,0%,3%,4%,0%,0%,0%
Not useful at all (1.0),10,0,5,0,0,0,2,2,0,1,0,0,0,0
,1%,0%,2%,0%,0%,0%,1%,1%,0%,1%,0%,0%,0%,0%
Don't know,8,0,3,0,0,0,1,2,0,2,0,0,0,0
,1%,0%,1%,0%,0%,0%,1%,1%,0%,2%,0%,0%,0%,0%
Mean,4.52,4.53,4.52,4.65,4.26,4,4.42,4.53,4.7,4.53,4.58,4.67,4.88,4.77
Std. dev.,0.8,0.8,0.8,0.7,1.1,1.4,0.9,0.9,0.5,0.9,0.8,0.5,0.4,0.6
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 50,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q1.11 : How useful : Whether there would be any financial support available to you to pay for the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25,,
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,,
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K,,
Total,1052,246,253,219,367,296,294,758,246,504,99,203,,
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,
Very useful (5.0),630,128,156,145,252,168,161,469,128,297,62,143,,
,60%,52%,62%,66%,69%,57%,55%,62%,52%,59%,63%,70%,,
,,,a,Ae,AE,,,f,,,,HI
Somewhat useful (4.0),235,58,55,42,68,71,73,162,58,124,16,37
,22%,24%,22%,19%,19%,24%,25%,21%,24%,25%,16%,18%
Useful (3.0),120,35,26,22,32,39,35,85,35,56,14,15
,11%,14%,10%,10%,9%,13%,12%,11%,14%,11%,14%,7%
,,d,,,,,,,k,,,
Not particularly useful (2.0),43,16,11,5,9,11,16,27,16,19,5,3
,4%,7%,4%,2%,2%,4%,5%,4%,7%,4%,5%,1%
,,cd,,,,,,,K,,,
Not useful at all (1.0),16,5,3,3,5,5,8,8,5,5,2,4
,2%,2%,1%,1%,1%,2%,3%,1%,2%,1%,2%,2%
,,,,,,,g,,,,,
Don't know,8,4,2,2,1,2,1,7,4,3,0,1
,1%,2%,1%,1%,*%,1%,*%,1%,2%,1%,0%,*%
Mean,4.36,4.19,4.39,4.48,4.51,4.31,4.24,4.41,4.19,4.38,4.32,4.54
,,,a,Ae,AE,,,F,,h,,Hij
Std. dev.,0.9,1,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 51,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q1.11 : How useful : Whether there would be any financial support available to you to pay for the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),630,335,252,52,32,6,20,496,15,186,176,268
,60%,55%,69%,61%,64%,60%,57%,59%,71%,61%,59%,60%
,,,A,,,,,,,,,
Somewhat useful (4.0),235,157,68,19,10,3,8,188,4,68,67,100
,22%,26%,19%,22%,20%,30%,23%,22%,19%,22%,22%,22%
,,b,,,,,,,,,,
Useful (3.0),120,77,32,9,3,0,6,99,2,32,42,46
,11%,13%,9%,11%,6%,0%,17%,12%,10%,10%,14%,10%
Not particularly useful (2.0),43,30,9,3,2,1,1,34,0,16,10,17
