York Consulting – Information to aid learner decisions – November 2010,,,,,,,
  ,,,,,,,
"Q1 Summary : From the list below, please you can indicate how useful you would find the following information when making a decision about",,,,,,,
which provider and/or which course/programme of study to undertake?,,,,,,,
Base: All respondents,,,,,,,
,SUMMARY,,,,,,
,Description of course/programme (e.g. what subject/topics will be covered),"Location of where the course/programme takes place (e.g. college campus, location of provider)",How to get to the location of the course/programme by car,How to get to the location of the course/programme by public transport,Availability and cost of parking at the provider,The length of the course/programme (e.g. the number of months and years it lasts),The number of weekly hours of teaching on the course/programme
Sig. Level: 95%,a,b,c,d,e,f,g
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1052,246,253,219,367,296,294,758,246,504,99,203
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),360,78,93,91,135,87,83,277,78,164,40,78
,34%,32%,37%,42%,37%,29%,28%,37%,32%,33%,40%,38%
,,,,aE,e,,,f,,,,
Somewhat useful (4.0),404,98,96,73,124,126,118,286,98,206,29,71
,38%,40%,38%,33%,34%,43%,40%,38%,40%,41%,29%,35%
,,,,,,cd,,,,j,,
Useful (3.0),212,51,47,36,79,66,68,144,51,94,22,45
,20%,21%,19%,16%,22%,22%,23%,19%,21%,19%,22%,22%
Not particularly useful (2.0),52,15,8,12,22,13,16,36,15,25,4,8
,5%,6%,3%,5%,6%,4%,5%,5%,6%,5%,4%,4%
Not useful at all (1.0),12,0,6,5,5,0,5,7,0,8,4,0
,1%,0%,2%,2%,1%,0%,2%,1%,0%,2%,4%,0%
,,,aE,aE,e,,,,,h,HK,
Don't know,12,4,3,2,2,4,4,8,4,7,0,1
,1%,2%,1%,1%,1%,1%,1%,1%,2%,1%,0%,*%
Mean,4.01,3.99,4.05,4.07,3.99,3.98,3.89,4.05,3.99,3.99,3.98,4.08
,,,,,,,,f,,,,
Std. dev.,0.9,0.9,1,1,1,0.8,0.9,0.9,0.9,0.9,1.1,0.9
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 97,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q2.9 : How useful : Proportion of previous learners that were satisfied with the support and guidance they had received,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),360,208,135,36,21,4,12,278,7,105,113,142
,34%,34%,37%,42%,42%,40%,34%,33%,33%,34%,38%,32%
Somewhat useful (4.0),404,248,124,24,19,5,13,327,9,134,104,166
,38%,40%,34%,28%,38%,50%,37%,39%,43%,44%,35%,37%
,,b,,,,,,c,,j,,
Useful (3.0),212,118,79,19,4,0,9,170,5,49,63,100
,20%,19%,22%,22%,8%,0%,26%,20%,24%,16%,21%,22%
,,,,d,,,d,d,,,,i
Not particularly useful (2.0),52,27,22,4,3,0,1,44,0,15,15,22
,5%,4%,6%,5%,6%,0%,3%,5%,0%,5%,5%,5%
Not useful at all (1.0),12,5,5,1,3,0,0,7,0,1,3,8
,1%,1%,1%,1%,6%,0%,0%,1%,0%,*%,1%,2%
,,,,,G,,,,,,,
Don't know,12,8,2,1,0,1,0,10,0,2,1,9
,1%,1%,1%,1%,0%,10%,0%,1%,0%,1%,*%,2%
Mean,4.01,4.03,3.99,4.07,4.04,4.44,4.03,4,4.1,4.08,4.04,3.94
,,,,,,,,,,k,,
Std. dev.,0.9,0.9,1,1,1.1,0.5,0.9,0.9,0.8,0.9,0.9,1
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                              Page 98,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q2.9 : How useful : Proportion of previous learners that were satisfied with the support and guidance they had received,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),360,91,260
,34%,42%,33%
,,b,
Somewhat useful (4.0),404,73,315
,38%,33%,39%
Useful (3.0),212,36,169
,20%,16%,21%
Not particularly useful (2.0),52,12,39
,5%,5%,5%
Not useful at all (1.0),12,5,7
,1%,2%,1%,,,,,,,,,,,
Don't know,12,2,10,,,,,,,,,,,
,1%,1%,1%,,,,,,,,,,,
Mean,4.01,4.07,3.99,,,,,,,,,,,
Std. dev.,0.9,1,0.9,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                              Page 99,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q2.9 : How useful : Proportion of previous learners that were satisfied with the support and guidance they had received,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),360,52,91,19,5,1,53,79,4,30,10,2,4,10
,34%,35%,32%,28%,26%,50%,34%,40%,40%,32%,38%,33%,50%,38%
Somewhat useful (4.0),404,55,117,30,6,1,59,70,5,39,7,1,3,9
,38%,37%,41%,44%,32%,50%,38%,36%,50%,41%,27%,17%,38%,35%
Useful (3.0),212,29,58,16,2,0,34,36,0,21,7,3,0,5
,20%,19%,20%,24%,11%,0%,22%,18%,0%,22%,27%,50%,0%,19%
Not particularly useful (2.0),52,10,15,2,5,0,8,5,0,3,1,0,1,2
,5%,7%,5%,3%,26%,0%,5%,3%,0%,3%,4%,0%,13%,8%
Not useful at all (1.0),12,3,1,0,0,0,1,5,1,0,1,0,0,0
,1%,2%,*%,0%,0%,0%,1%,3%,10%,0%,4%,0%,0%,0%
,,,,,,,,b,,,,,,
Don't know,12,1,3,1,1,0,2,2,0,2,0,0,0,0
,1%,1%,1%,1%,5%,0%,1%,1%,0%,2%,0%,0%,0%,0%
Mean,4.01,3.96,4,3.99,3.61,4.5,4,4.09,4.1,4.03,3.92,3.83,4.25,4.04
Std. dev.,0.9,1,0.9,0.8,1.2,0.7,0.9,1,1.2,0.8,1.1,1,1,1
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,
08/11/11                                                                                                                             Page 100,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q2.10 : How useful : A description of the benefits that the course could provide for the learner (e.g. the types of skills and experience,,,,,,,,,,,,
that could be gained),,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1052,246,253,219,367,296,294,758,246,504,99,203
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),479,118,128,110,174,121,122,357,118,215,43,103
,46%,48%,51%,50%,47%,41%,41%,47%,48%,43%,43%,51%
,,,e,e,,,,,,,,
Somewhat useful (4.0),324,74,66,62,105,99,94,230,74,155,37,58
,31%,30%,26%,28%,29%,33%,32%,30%,30%,31%,37%,29%
Useful (3.0),183,41,40,31,66,58,48,135,41,92,16,34
,17%,17%,16%,14%,18%,20%,16%,18%,17%,18%,16%,17%
Not particularly useful (2.0),43,10,14,10,14,9,20,23,10,25,2,6
,4%,4%,6%,5%,4%,3%,7%,3%,4%,5%,2%,3%
,,,,,,,G,,,,,
Not useful at all (1.0),14,0,4,5,7,5,7,7,0,11,1,2
,1%,0%,2%,2%,2%,2%,2%,1%,0%,2%,1%,1%
,,,a,a,a,a,,,,h,,
Don't know,9,3,1,1,1,4,3,6,3,6,0,0
,1%,1%,*%,*%,*%,1%,1%,1%,1%,1%,0%,0%
Mean,4.16,4.23,4.19,4.2,4.16,4.1,4.04,4.21,4.23,4.08,4.2,4.25
,,,,,,,,f,i,,,i
Std. dev.,0.9,0.9,1,1,1,0.9,1,0.9,0.9,1,0.9,0.9
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 101,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q2.10 : How useful : A description of the benefits that the course could provide for the learner (e.g. the types of skills and experience,,,,,,,,,,,,
that could be gained),,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),479,272,174,48,33,4,15,367,8,139,146,194
,46%,44%,47%,56%,66%,40%,43%,44%,38%,45%,49%,43%
,,,,g,fG,,,,,,,
Somewhat useful (4.0),324,197,105,23,8,3,9,272,5,102,85,137
,31%,32%,29%,27%,16%,30%,26%,33%,24%,33%,28%,31%
,,,,,,,,d,,,,
Useful (3.0),183,106,66,10,6,1,8,148,7,51,50,82
,17%,17%,18%,12%,12%,10%,23%,18%,33%,17%,17%,18%
Not particularly useful (2.0),43,26,14,3,1,2,3,30,1,9,13,21
,4%,4%,4%,4%,2%,20%,9%,4%,5%,3%,4%,5%
Not useful at all (1.0),14,6,7,1,1,0,0,11,0,3,4,7
,1%,1%,2%,1%,2%,0%,0%,1%,0%,1%,1%,2%
Don't know,9,7,1,0,1,0,0,8,0,2,1,6
,1%,1%,*%,0%,2%,0%,0%,1%,0%,1%,*%,1%
Mean,4.16,4.16,4.16,4.34,4.45,3.9,4.03,4.15,3.95,4.2,4.19,4.11
,,,,,g,,,,,,,
Std. dev.,0.9,0.9,1,0.9,0.9,1.2,1,0.9,1,0.9,1,1
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 102,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,
Q2.10 : How useful : A description of the benefits that the course could provide for the learner (e.g. the types of skills and experience,,,
that could be gained),,,
Base: All respondents,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),479,110,354
,46%,50%,44%
Somewhat useful (4.0),324,62,252
,31%,28%,32%
Useful (3.0),183,31,145
,17%,14%,18%
Not particularly useful (2.0),43,10,33
,4%,5%,4%
Not useful at all (1.0),14,5,9
,1%,2%,1%
Don't know,9,1,7
,1%,*%,1%
Mean,4.16,4.2,4.15
Std. dev.,0.9,1,0.9
"Columns Tested: A,B",,,
08/11/11                                                                                                                             Page 103,,,
York Consulting – Information to aid learner decisions – November 2010,,,
 ,,,
Q2.10 : How useful : A description of the benefits that the course could provide for the learner (e.g. the types of skills and experience,,,
that could be gained),,,
Base: All respondents,,,
,,Learning provider ,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),479,65,133,32,9,1,58,94,5,47,15,2,5,13
,46%,43%,47%,47%,47%,50%,37%,48%,50%,49%,58%,33%,63%,50%
,,,f,,,,,f,,,,,,
Somewhat useful (4.0),324,40,85,19,5,1,59,61,4,29,6,2,2,10
,31%,27%,30%,28%,26%,50%,38%,31%,40%,31%,23%,33%,25%,38%
,,,,,,,a,,,,,,,
Useful (3.0),183,29,46,14,3,0,32,33,1,15,4,1,0,3
,17%,19%,16%,21%,16%,0%,20%,17%,10%,16%,15%,17%,0%,12%
Not particularly useful (2.0),43,10,17,1,2,0,5,4,0,3,0,1,0,0
,4%,7%,6%,1%,11%,0%,3%,2%,0%,3%,0%,17%,0%,0%
,,g,g,,,,,,,,,,,
Not useful at all (1.0),14,3,2,1,0,0,2,4,0,0,1,0,1,0
,1%,2%,1%,1%,0%,0%,1%,2%,0%,0%,4%,0%,13%,0%
Don't know,9,3,2,1,0,0,1,1,0,1,0,0,0,0
,1%,2%,1%,1%,0%,0%,1%,1%,0%,1%,0%,0%,0%,0%
Mean,4.16,4.05,4.17,4.19,4.11,4.5,4.06,4.21,4.4,4.28,4.31,3.83,4.25,4.38
Std. dev.,0.9,1,1,0.9,1,0.7,0.9,0.9,0.7,0.8,1,1.2,1.4,0.7
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,,,
08/11/11                                                                                                                             Page 104,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q3 Summary : We are interested in how useful you would find it to know about how well other learners on the course/programme had succeeded,,,,,,,,,,,,,,
when you were making a decision about where and what to study.,,,,,,,,,,,,,,
Please rate how useful you would find the following information:,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,SUMMARY,,,,,,,,,,,,,
,Proportion of learners that had previously dropped out of the course/programme,"What learners who had previously been on the course/programme went on to do afterwards (e.g. jobs, further study)","What learners who had previously been on the course/programme had achieved (e.g. grades, qualifications)",Changes in salary after completing the course/programme for students who previously had a job,,,,,,,,,,
Sig. Level: 95%,a,b,c,d
Sig. Level: 99%,A,B,C,D
Total,1052,1052,1052,1052
,100%,100%,100%,100%
Very useful (5.0),219,507,470,406
,21%,48%,45%,39%
,,AD,AD,A
Somewhat useful (4.0),321,320,336,343
,31%,30%,32%,33%
Useful (3.0),211,149,151,185
,20%,14%,14%,18%
,BC,,,bc
Not particularly useful (2.0),228,47,69,76
,22%,4%,7%,7%
,BCD,,b,B
Not useful at all (1.0),51,19,19,26
,5%,2%,2%,2%,,,,,,,,
,BCD,,,,,,,,,,,
Don't know,22,10,7,16,,,,,,,,
,2%,1%,1%,2%,,,,,,,,
,bC,,,,,,,,,,,
Mean,3.42,4.2,4.12,3.99,,,,,,,,
,,AD,AD,A,,,,,,,,
Std. dev.,1.2,1,1,1,,,,,,,,
"Columns Tested: A,B,C,D",,,,,,,,,,,,
08/11/11                                                                                                                             Page 105,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3a : Which would you find the most useful?,,,,,,,,,,,,
Base: All those who said that at least one of the items from the list was useful,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1017,235,248,208,350,288,280,737,235,495,97,190
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
"What learners who had previously been on the course/programme went on to do afterwards (e.g. jobs, further study)",498,95,120,100,174,156,131,367,95,269,46,88
,49%,40%,48%,48%,50%,54%,47%,50%,40%,54%,47%,46%
,,,,,a,A,,,,H,,
"What learners who had previously been on the course/programme had achieved (e.g. grades, qualifications)",292,85,71,57,109,69,67,225,85,125,29,53
,29%,36%,29%,27%,31%,24%,24%,31%,36%,25%,30%,28%
,,cE,,,e,,,f,I,,,
Changes in salary after completing the course/programme for students who previously had a job,138,38,34,27,42,36,43,95,38,61,7,32
,14%,16%,14%,13%,12%,13%,15%,13%,16%,12%,7%,17%
,,,,,,,,,j,,,j
Proportion of learners that had previously dropped out of the course/programme,89,17,23,24,25,27,39,50,17,40,15,17
,9%,7%,9%,12%,7%,9%,14%,7%,7%,8%,15%,9%
,,,,,,,G,,,,hi,
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 106,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3a : Which would you find the most useful?,,,,,,,,,,,,
Base: All those who said that at least one of the items from the list was useful,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1017,599,350,83,48,10,35,806,21,293,292,432
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
"What learners who had previously been on the course/programme went on to do afterwards (e.g. jobs, further study)",498,294,174,43,23,4,18,398,7,133,156,209
,49%,49%,50%,52%,48%,40%,51%,49%,33%,45%,53%,48%
"What learners who had previously been on the course/programme had achieved (e.g. grades, qualifications)",292,163,109,23,14,3,9,232,8,94,72,126
,29%,27%,31%,28%,29%,30%,26%,29%,38%,32%,25%,29%
,,,,,,,,,,j,,
Changes in salary after completing the course/programme for students who previously had a job,138,86,42,7,9,2,5,109,4,42,39,57
,14%,14%,12%,8%,19%,20%,14%,14%,19%,14%,13%,13%
Proportion of learners that had previously dropped out of the course/programme,89,56,25,10,2,1,3,67,2,24,25,40
,9%,9%,7%,12%,4%,10%,9%,8%,10%,8%,9%,9%
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 107,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3a : Which would you find the most useful?,,,,,,,,,,,,
Base: All those who said that at least one of the items from the list was useful,,,,,,,,,,,,
,,Disability ,,,,,,,,,,
,Total,Yes,No,,,,,,,,,
Sig. Level: 95%,,a,b,,,,,,,,,
Sig. Level: 99%,,A,B,,,,,,,,,
Total,1017,208,777,,,,,,,,,
,100%,100%,100%
"What learners who had previously been on the course/programme went on to do afterwards (e.g. jobs, further study)",498,100,385
,49%,48%,50%
"What learners who had previously been on the course/programme had achieved (e.g. grades, qualifications)",292,57,229
,29%,27%,29%
Changes in salary after completing the course/programme for students who previously had a job,138,27,103
,14%,13%,13%
Proportion of learners that had previously dropped out of the course/programme,89,24,60
,9%,12%,8%
"Columns Tested: A,B",,,
08/11/11                                                                                                                             Page 108,,,
York Consulting – Information to aid learner decisions – November 2010,,,
 ,,,
Q3a : Which would you find the most useful?,,,
Base: All those who said that at least one of the items from the list was useful,,,
,,Learning provider ,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1017,147,278,67,16,2,155,189,10,90,25,4,7,24
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
"What learners who had previously been on the course/programme went on to do afterwards (e.g. jobs, further study)",498,83,118,33,9,1,97,87,6,32,13,2,3,12
,49%,56%,42%,49%,56%,50%,63%,46%,60%,36%,52%,50%,43%,50%
,,BI,,,,,BGI,,,,,,,
"What learners who had previously been on the course/programme had achieved (e.g. grades, qualifications)",292,36,101,18,4,1,28,58,0,31,8,1,1,4
,29%,24%,36%,27%,25%,50%,18%,31%,0%,34%,32%,25%,14%,17%
,,,aF,,,,,F,,F,,,,
Changes in salary after completing the course/programme for students who previously had a job,138,21,34,13,3,0,15,24,2,20,2,1,1,2
,14%,14%,12%,19%,19%,0%,10%,13%,20%,22%,8%,25%,14%,8%
,,,,f,,,,,,bFg,,,,
Proportion of learners that had previously dropped out of the course/programme,89,7,25,3,0,0,15,20,2,7,2,0,2,6
,9%,5%,9%,4%,0%,0%,10%,11%,20%,8%,8%,0%,29%,25%
"Columns Tested: A,B,C,D,E,F,G,H,I,J,K,L,M",,,,,,,,,,,,
08/11/11                                                                                                                             Page 109,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3.2 : How useful : Proportion of learners that had previously dropped out of the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Sample groups ,,,,,Gender ,,Age ,,,
,Total,Under 16s,Not white British,Those with a disability,Social grade C2DE,Baseline,Male,Female,Under 16,16 – 18,19 – 25,Over 25
Sig. Level: 95%,,a,b,c,d,e,f,g,h,i,j,k
Sig. Level: 99%,,A,B,C,D,E,F,G,H,I,J,K
Total,1052,246,253,219,367,296,294,758,246,504,99,203
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),219,53,70,46,79,49,60,159,53,104,20,42
,21%,22%,28%,21%,22%,17%,20%,21%,22%,21%,20%,21%
,,,E,,,,,,,,,
Somewhat useful (4.0),321,70,67,76,102,105,94,227,70,154,32,65
,31%,28%,26%,35%,28%,35%,32%,30%,28%,31%,32%,32%
,,,,,,bd,,,,,,
Useful (3.0),211,55,58,42,68,53,62,149,55,96,24,36
,20%,22%,23%,19%,19%,18%,21%,20%,22%,19%,24%,18%
Not particularly useful (2.0),228,48,42,38,89,70,60,168,48,113,18,49
,22%,20%,17%,17%,24%,24%,20%,22%,20%,22%,18%,24%
,,,,,b,b,,,,,,
Not useful at all (1.0),51,11,11,11,22,15,10,41,11,31,3,6
,5%,4%,4%,5%,6%,5%,3%,5%,4%,6%,3%,3%
Don't know,22,9,5,6,7,4,8,14,9,6,2,5
,2%,4%,2%,3%,2%,1%,3%,2%,4%,1%,2%,2%
,,,,,,,,,i,,,
Mean,3.42,3.45,3.58,3.51,3.35,3.35,3.47,3.4,3.45,3.38,3.49,3.44
,,,de,,,,,,,,,
Std. dev.,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.2,1.1,1.2
"Columns Tested: A,B,C,D,E - F,G - H,I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 110,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3.2 : How useful : Proportion of learners that had previously dropped out of the course/programme,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,
,,Parental social grade ,,Ethnicity ,,,,,,Region ,,
,Total,ABC1,C2DE,Asian or Asian British,Black or Black British,Chinese,Mixed,White,Other,North,Midlands,South
Sig. Level: 95%,,a,b,c,d,*e,f,g,*h,i,j,k
Sig. Level: 99%,,A,B,C,D,*E,F,G,*H,I,J,K
Total,1052,614,367,85,50,10,35,836,21,306,299,447
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),219,128,79,21,16,2,11,157,8,52,78,89
,21%,21%,22%,25%,32%,20%,31%,19%,38%,17%,26%,20%
,,,,,g,,,,,,Ik,
Somewhat useful (4.0),321,191,102,23,8,3,9,270,4,95,89,137
,31%,31%,28%,27%,16%,30%,26%,32%,19%,31%,30%,31%
,,,,,,,,d,,,,
Useful (3.0),211,131,68,18,9,4,6,164,7,64,54,93
,20%,21%,19%,21%,18%,40%,17%,20%,33%,21%,18%,21%
Not particularly useful (2.0),228,123,89,16,11,1,6,188,2,71,58,99
,22%,20%,24%,19%,22%,10%,17%,22%,10%,23%,19%,22%
Not useful at all (1.0),51,28,22,3,5,0,3,40,0,15,14,22
,5%,5%,6%,4%,10%,0%,9%,5%,0%,5%,5%,5%
Don't know,22,13,7,4,1,0,0,17,0,9,6,7
,2%,2%,2%,5%,2%,0%,0%,2%,0%,3%,2%,2%
Mean,3.42,3.45,3.35,3.53,3.39,3.6,3.54,3.39,3.86,3.33,3.54,3.39
,,,,,,,,,,,i,
Std. dev.,1.2,1.2,1.2,1.2,1.4,1,1.3,1.2,1.1,1.2,1.2,1.2
"Columns Tested: A,B - C,D,E,F,G,H - I,J,K",,,,,,,,,,,,
08/11/11                                                                                                                             Page 111,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,
 ,,,,,,,,,,,,
Q3.2 : How useful : Proportion of learners that had previously dropped out of the course/programme,,,
Base: All respondents,,,
,,Disability ,
,Total,Yes,No
Sig. Level: 95%,,a,b
Sig. Level: 99%,,A,B
Total,1052,219,800
,100%,100%,100%
Very useful (5.0),219,46,165
,21%,21%,21%
Somewhat useful (4.0),321,76,236
,31%,35%,30%
Useful (3.0),211,42,159
,20%,19%,20%
Not particularly useful (2.0),228,38,185
,22%,17%,23%
Not useful at all (1.0),51,11,39,,,,,,,,,,,
,5%,5%,5%,,,,,,,,,,,
Don't know,22,6,16,,,,,,,,,,,
,2%,3%,2%,,,,,,,,,,,
Mean,3.42,3.51,3.39,,,,,,,,,,,
Std. dev.,1.2,1.2,1.2,,,,,,,,,,,
"Columns Tested: A,B",,,,,,,,,,,,,,
08/11/11                                                                                                                             Page 112,,,,,,,,,,,,,,
York Consulting – Information to aid learner decisions – November 2010,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Q3.2 : How useful : Proportion of learners that had previously dropped out of the course/programme,,,,,,,,,,,,,,
Base: All respondents,,,,,,,,,,,,,,
,,Learning provider ,,,,,,,,,,,,
,Total,State 6th form,State school,Grammar,City academy,Private school,6th form college,FE college,HEI,Workplace,Training centre,Learndirect,Community centre,Other
Sig. Level: 95%,,a,b,c,*d,*e,f,g,*h,i,*j,*k,*l,*m
Sig. Level: 99%,,A,B,C,*D,*E,F,G,*H,I,*J,*K,*L,*M
Total,1052,150,285,68,19,2,157,197,10,95,26,6,8,26
,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Very useful (5.0),219,29,68,12,6,0,29,41,3,16,3,2,4,5
,21%,19%,24%,18%,32%,0%,18%,21%,30%,17%,12%,33%,50%,19%
Somewhat useful (4.0),321,47,76,23,4,0,54,61,3,30,8,1,2,11
,31%,31%,27%,34%,21%,0%,34%,31%,30%,32%,31%,17%,25%,42%
Useful (3.0),211,24,67,16,2,0,32,41,0,17,8,0,1,3
,20%,16%,24%,24%,11%,0%,20%,21%,0%,18%,31%,0%,13%,12%
Not particularly useful (2.0),228,41,52,12,2,2,35,41,3,27,5,3,0,5
,22%,27%,18%,18%,11%,100%,22%,21%,30%,28%,19%,50%,0%,19%
,,b,,,,,,,,b,,,,
